id,sent0,sent1,label
8749,لا ينصح ب+ إفساد ال+ أطفال .,من ال+ جيد أن تفسد ال+ أطفال .,1
8750,عدم تناول وجب +ة ال+ إفطار لن يكون ضار +ا ل+ ال+ ناس .,عدم تناول وجب +ة ال+ إفطار س+ يكون ضار +ا ل+ ال+ ناس .,0
8751,لا يجب على ال+ معلم +ين تأنيب ال+ أطفال كثير +ا,يجب على ال+ معلم +ين تأنيب ال+ أطفال كثير +ا,1
8752,يجب أن ينغمس ال+ ناس في ال+ قمار,لا ينبغي أن ينغمس ال+ ناس في ال+ قمار .,0
8753,لا يجب على ال+ ناس ال+ قياد +ة بعد ال+ سكر .,يجب أن يقود ال+ ناس بعد أن يشرب +وا,1
8754,يجب أن يعيش ال+ إنسان و+ ال+ طبيع +ة في وئام .,لا يجب أن يعيش ال+ إنسان و+ ال+ طبيع +ة في وئام,1
8755,يجب على ال+ ناس ال+ انتباه إلى ال+ نظاف +ة .,لا يحتاج ال+ ناس إلى ال+ اهتمام ب+ ال+ نظاف +ة .,1
8756,يجب ألا يقود ال+ سائق +ون ال+ سرع +ة ال+ قصوى .,يجب على ال+ سائق +ين ال+ قياد +ة فوق حدود ال+ سرع +ة .,1
8757,ال+ هواء مهم جد +ا ل+ ال+ بشر .,ال+ هواء ليس مهما ل+ ال+ بشر .,1
8758,لا يحتاج ال+ ناس ل+ ال+ مضغ ب+ بطء عند تناول ال+ طعام .,يجب أن يمضغ ال+ ناس ب+ بطء عند تناول ال+ طعام .,0
8759,ال+ دراس +ة ال+ جاد +ة مفيد +ة .,ال+ دراس +ة ال+ جاد +ة لا فائد +ة من +ها .,1
8760,ال+ بقاء حتى وقت متأخر مفيد ل+ صح +ت +نا .,ال+ بقاء حتى وقت متأخر ضار بصحتنا .,0
8761,يمكن ل+ ال+ أطفال مغادر +ة أماكن مألوف +ة مع أشخاص لا يعرفونهم .,لا يجب أن يترك ال+ أطفال أماكن مألوف +ة مع أشخاص لا يعرفونهم .,0
8762,يجب على ال+ ناس شرب ال+ ماء كل يوم .,لا يجب على ال+ ناس شرب ال+ ماء كل يوم .,1
8763,يمكن ل+ ال+ ناس ترك هواتف +هم ال+ محمول +ة عندما يعمل +ون .,يتزايد انفصال ال+ أشخاص عن ال+ هواتف ال+ محمول +ة عند عمل +هم .,0
8764,لقد سهل +ت شبك +ة Wi - fi ب+ شكل كبير حيا +ة ال+ ناس,شبك +ة Wi - fi ليس +ت مفيد +ة جد +ا ل+ حيا +ة ال+ أشخاص .,1
8765,لا يجب أن يكون ال+ ناس نرجسي +ين ب+ شكل مفرط,يجب أن يكون ال+ ناس نرجسي +ين ب+ شكل مفرط .,0
8766,لا ينبغي أن يتعرض ال+ ناس ل+ ال+ إيذاء ال+ مفرط .,يجب أن يكون ال+ ناس مستغل +ون ب+ شكل مفرط .,1
8767,انتقدني ال+ معلم ل+ تأخر +ي,أشاد لي ال+ معلم ل+ تأخر +ي,1
8768,يمكن ل+ ال+ كلاب تناول ال+ شوكولاته .,ال+ كلاب لا تستطيع أكل ال+ شوكولات +ة .,0
8769,يمكن +نا تناول ال+ حليب على ال+ فطور .,يمكن +نا ال+ حصول على ال+ بنزين ل+ تناول ال+ إفطار .,1
8770,ال+ ثق +ة ب+ ال+ نفس هي نوعي +ة جيد +ة,ال+ كسل نوعي +ة جيد +ة,1
8771,يمكن أن يجعل ال+ تدخين ال+ ناس أكثر صح +ة,يمكن ل+ ال+ تمر +ين أن يجعل ال+ ناس أكثر صح +ة,0
8772,يمكن أن تضيء ال+ يراع +ات,ال+ يراع +ات لا يمكن أن تضيء,1
8773,تم طرد +ه من قبل رئيس +ه ب+ سبب اجتهاد +ه,تم طرد +ه من قبل رئيس +ه ب+ سبب ال+ كسل,0
8774,واجب ال+ شرط +ة هو مساعد +ة ال+ مجرم +ين .,واجب ال+ شرط +ة هو ال+ قبض على ال+ مجرم +ين .,0
8775,ال+ إعصار كارث +ة طبيعي +ة,ال+ إعصار حيوان .,1
8776,ال+ مستشفي +ات هي أماكن يمارس في +ها ال+ ناس ال+ رياض +ة .,ال+ مستشفي +ات هي ال+ أماكن التي يعالج في +ها ال+ ناس ال+ أمراض .,0
8777,أشخاص مختلف +ون لدي +هم مظاهر مختلف +ة .,أشخاص مختلف +ون لدي +هم نفس ال+ مظهر .,1
8778,ل+ كل شخص اهتمام +ات و+ هواي +ات مختلف +ة .,ل+ كل شخص نفس ال+ اهتمام +ات و+ ال+ هواي +ات .,1
8779,ال+ دباب +ات سلاح عسكري قوي ل+ ال+ غاي +ة .,ال+ دباب +ات وسيل +ة اتصال قوي +ة ل+ ال+ غاي +ة .,1
8780,واجب ال+ طلاب هو تعليم و+ تعليم ال+ ناس .,واجب ال+ طلاب هو ال+ دراس +ة ال+ جاد +ة .,0
8781,وضع فيلا في ال+ ثلاج +ة,وضع ال+ ديك ال+ رومي في ال+ ثلاج +ة,0
8782,أخت +ي تأكل تفاح +ة بعد ال+ إفطار كل يوم,أخت +ي تأكل حجر +ا بعد ال+ إفطار كل يوم,1
8783,يمكن استخدام ال+ مال ل+ شراء ال+ سيار +ات,يمكن استخدام ال+ مال ل+ شراء ال+ نجوم,1
8784,تقع ال+ ولاي +ات ال+ متحد +ة في ال+ جزء ال+ شمالي ال+ شرقي من نيويورك,تقع نيويورك في ال+ جزء ال+ شمالي ال+ شرقي من ال+ ولاي +ات ال+ متحد +ة,0
8785,يصعب على ال+ إنسان رؤي +ة ال+ نجوم و+ ال+ قمر في وضح ال+ نهار,يمكن ل+ ال+ رجل أن يرى ال+ نجوم و+ ال+ قمر ب+ شكل أفضل في ال+ نهار,1
8786,تم إرسال +ه إلى مطعم ل+ تلقي ال+ علاج بعد حادث سيار +ة,تم إرسال +ه إلى ال+ مستشفى ل+ تلقي ال+ علاج بعد حادث سيار +ة,0
8787,أصبح +ت والد +ت +ه راضي +ة بعد حصول +ه على درج +ات جيد +ة في امتحان ال+ رياضي +ات,أصبح +ت والد +ت +ه غاضب +ة بعد حصول +ه على درج +ات جيد +ة في امتحان ال+ رياضي +ات,1
8788,عاد +ة ما تكون ال+ علب مصنوع +ة من ال+ ذهب,ال+ علب عاد +ة ما تكون مصنوع +ة من ال+ ألمنيوم,0
8789,أضع مكتب +ي في حقيب +ت +ي قبل ال+ مغادر +ة,لقد وضع +ت جهاز ال+ كمبيوتر ال+ محمول في حقيب +ت +ي قبل ال+ مغادر +ة,0
8790,أمشي إلى ال+ مدرس +ة .,أمشي على ال+ قمر,1
8791,أعمل 8 ساع +ات في ال+ يوم,أعمل 25 ساع +ة في ال+ يوم,1
8792,أنا جائع في ال+ ماء,لس +ت محتاج +ا ل+ ال+ طعام,0
8793,يمكن ل+ هذا ال+ دلو استيعاب جالون واحد من ال+ ماء,يمكن ل+ هذه ال+ سل +ة تحمل جالون واحد من ال+ ماء,1
8794,هذا ال+ رجل يمكن +ه ال+ قفز فوق ال+ جبل ب+ سهول +ة,يمكن ل+ هذا ال+ رجل ال+ قفز عبر عقب +ة ب+ سهول +ة,0
8795,أضع ال+ قمام +ة في سل +ة ال+ مهمل +ات,أضع ال+ قمام +ة في صندوق بريد,1
8796,يكره معظم ال+ أطفال ال+ حلوى,معظم ال+ أطفال يحب +ون ال+ حلوى,0
8797,يصبح معظم ال+ ناس أكثر حكم +ة بعد شرب ال+ كثير من ال+ كحول,يصبح معظم ال+ ناس أكثر غباء بعد شرب ال+ كثير من ال+ كحول,0
8798,عاد +ة ما تحتوي ال+ سلط +ة على ال+ خس,عاد +ة ما تحتوي ال+ سلط +ة على ال+ عشب,1
8799,ال+ أشجار في كل مكان في ال+ غاب +ة,أجهز +ة ال+ كمبيوتر في كل مكان في ال+ غاب +ة,1
8800,كان +ت عائل +ت +ي تشاهد ال+ راديو مع +ا بعد ال+ عشاء,كان +ت عائل +ت +ي تشاهد ال+ تلفزيون مع +ا بعد ال+ عشاء,0
8801,شعر +ت ب+ ال+ نعاس بعد مجاع +ة طوال ال+ يوم,شعر +ت ب+ ال+ جوع بعد يوم من ال+ جوع,0
8802,مات بعد أخذ ال+ سموم,شفى بعد أخذ ال+ سموم,1
8803,لقد غير +ت اتجاه +ي عند اجتياز مفترق طرق,لقد غير +ت سيار +ت +ي عند عبور مفترق طرق,1
8804,كان لدي حلم حلو عندما +كن +ت مستيقظ +ا ال+ بارح +ة,كان لدي حلم حلو عندما +كن +ت نائم +ا أمس,0
8805,والد +ي يشرب علب +ة من ال+ كولا كل يوم,والد +ي ينمو علب +ة من ال+ كولا كل يوم,1
8806,أصبح +ت أليس حزين +ة بعد أن شعر أصدقاؤ +ها ب+ استبعاد +ها,أصبح +ت أليس سعيد +ة بعد أن شعر +ت صديق +ات +ها ب+ ال+ تجاهل,1
8807,درس بوب ب+ جد ل+ ال+ تحضير ل+ ال+ امتحان,لعب بوب ب+ جد ل+ ال+ تحضير ل+ ال+ اختبار,1
8808,لقد أهن +ت ب+ سبب +ه ل+ ذلك انفصل +ت عن +ه,لقد أهن +ت من قبل +ه ل+ ذلك كان لدي صداق +ة أفضل مع +ه,1
8809,طبخ +ت و+ جبتي في ال+ مطعم,دفع +ت ثمن و+ جبتي في ال+ مطعم,0
8810,يحب بوب لعب ال+ تنس في ال+ متجر ال+ رياضي,يحب بوب لعب ال+ تنس في ال+ استاد ال+ داخلي,0
8811,أحب أكل ال+ مأكول +ات ال+ بحري +ة و+ أحب أكل ال+ دجاج,أحب أكل ال+ مأكول +ات ال+ بحري +ة لذا أحب أكل ال+ دجاج,1
8812,أنا طويل ال+ قام +ة لذا لدي ميز +ة في كر +ة ال+ سل +ة,أنا قصير لذا لدي ميز +ة في كر +ة ال+ سل +ة,1
8813,أم تغني تهليل ل+ ترسل طفل +ها نائم +ا,أم تغني موسيقى ال+ روك أند رول ل+ تغفو طفل +ها,1
8814,هذه ال+ تفاح +ة هي لون أزرق فاتح جميل,هذه ال+ تفاح +ة هي لون أخضر ذهبي جميل,0
8815,أدعو أم +ي مع ال+ هاتف,أدعو أم +ي مع طبل,1
8816,أحب شرب ال+ زئبق بعد ال+ عشاء,أحب شرب ال+ قهو +ة بعد ال+ عشاء,0
8817,أضع شمع +ة على كعك +ة عيد ميلاد,أضع قطع +ة من ال+ صابون على كعك +ة عيد ال+ ميلاد,1
8818,ال+ بلاستيك هو ال+ مكون ال+ رئيسي في ال+ حلوى,ال+ سكر هو ال+ مكون ال+ رئيسي في ال+ حلوى,0
8819,وضع بعض صلص +ة ال+ صويا ل+ جعل طعم ال+ روبوت أفضل,وضع بعض صلص +ة ال+ صويا ل+ جعل ال+ معكرون +ة أفضل,0
8820,يشرب بعد شرب ال+ قليل من ال+ ماء,يشرب بعد فتر +ة وجيز +ة من شرب بعض ال+ جن,0
8821,ال+ إبحار هواي +ة باهظ +ة ال+ ثمن,ال+ مشي هواي +ة باهظ +ة ال+ ثمن,1
8822,يستقبل ال+ مدير +ون بعض +هم ال+ بعض و+ يبدأ +ون في ال+ حديث,يستقبل ال+ مدير +ون بعض +هم ال+ بعض و+ يبدأ +ون في ال+ نباح,1
8823,يعلم ال+ معلم +ون ال+ رياض +ة مع ال+ كر +ة ال+ أرضي +ة,يعلم ال+ معلم ال+ جغرافيا مع ال+ كر +ة ال+ أرضي +ة,0
8824,ال+ جناز +ة هي مكان ل+ ال+ ضحك,ال+ جناز +ة هي مكان حداد,0
8825,ال+ أطفال يستمتعون في ال+ مقبر +ة,ال+ أطفال يستمتعون في ال+ متنزه,0
8826,تأكل ماري في مطعم ل+ عمل ال+ أطباق,تأكل ماري في مطعم ل+ تفادي غسل ال+ أطباق,0
8827,ال+ صوف هو شكل من أشكال ال+ ملابس,ال+ صوف هو شكل من أشكال ال+ مواد ال+ غذائي +ة,1
8828,أم +ي تقوم ب+ طهي وجب +ة لذيذ +ة في ال+ مطبخ,أم +ي تقوم ب+ طهي وجب +ة لذيذ +ة في غرف +ة ال+ نوم,1
8829,تتضاعف ال+ سيار +ات على ال+ طريق ال+ سريع خلال ال+ عطل +ات,تتضاعف ال+ سيار +ات على ال+ سكك ال+ حديدي +ة خلال ال+ عطل +ات,1
8830,لحم ال+ بقر ال+ مطبوخ على طعم ال+ حفر لذيذ,لحم ال+ بقر ال+ مطبوخ على ال+ شواء طعم +ه لذيذ,0
8831,يأخذ جيري بطاق +ة زيار +ة من rolodex ل+ ال+ بقاء على اتصال مع توم,يأخذ جيري مناديل من رولودكس ل+ ال+ بقاء على اتصال مع توم,1
8832,يمكن ال+ احتفاظ ب+ ال+ صور على ال+ أفلام ب+ شكل مؤقت,يمكن ال+ احتفاظ ب+ ال+ صور على ال+ أفلام إلى ال+ أبد,1
8833,نستخدم ال+ منشار ل+ قطع ال+ خشب,نستخدم سكين +ا ل+ قطع ال+ خشب,1
8834,يمكن ل+ ال+ بشر ال+ سفر إلى ال+ قمر ب+ ال+ حافل +ة,يمكن ل+ ال+ بشر ال+ سفر إلى ال+ قمر عن طريق ال+ مركب +ات ال+ فضائي +ة,0
8835,إن +ها سعيد +ة ل+ لعب مع أصدقائ +ها,إن +ها حزين +ة ل+ لعب مع أصدقائ +ها,1
8836,ال+ هواتف ال+ ذكي +ة في ال+ وقت ال+ حاضر ضخم +ة,ال+ هواتف ال+ ذكي +ة في ال+ وقت ال+ حاضر صغير +ة,0
8837,التقط +نا صور +ا ل+ ال+ احتفال ب+ أيام مهم +ة,أخذ +نا أجهز +ة ال+ تلفزيون ل+ ال+ احتفال ب+ ال+ أيام ال+ هام +ة,1
8838,أوقف سيار +ت +ي في ال+ مرآب,أوقف سيار +ت +ي في غرف +ة ال+ معيش +ة,1
8839,فتح +ت ليلى ال+ نافذ +ة ل+ ال+ سماح ب+ دخول بعض ال+ هواء ال+ نقي,فتح +ت ليلى ال+ جدار ل+ ال+ سماح ب+ دخول بعض ال+ هواء ال+ نقي,1
8840,ال+ باندا ال+ عملاق +ة هي طائر أبيض و+ أسود موجود في آسيا,ال+ باندا ال+ عملاق +ة هو حيوان ثديي أبيض و+ أسود موجود في آسيا,0
8841,ال+ تدخين ليس جيد +ا ل+ صح +ت +ك .,ال+ تدخين سيء ل+ صح +ت +ك,0
8842,مقبس ال+ طاق +ة يحتوي على غلاف من ال+ نحاس ل+ ال+ سلام +ة,يحتوي مقبس ال+ طاق +ة على غلاف بلاستيكي ل+ ال+ سلام +ة,0
8843,يستغرق +ه ساع +ة ل+ تمزيق نفس +ه,يستغرق +ه ساع +ة ل+ تنظيف نفس +ه,0
8844,مزق +ت رسال +ة ل+ أخبر +ها أنني ب+ خير,أكتب رسال +ة ل+ أخبر +ها أنني ب+ خير,0
8845,غرف +ة ال+ طعام هي مكان يأكل في +ه ال+ ناس,غرف +ة ال+ طعام هي مكان ينام في +ه ال+ ناس,1
8846,يكسر ال+ لوح ال+ خشبي بيد عاري +ة,يكسر لوح ال+ حديد بيد عاري +ة,1
8847,خفض +ت محل +ات ال+ سوبر مارك +ت من ال+ أسعار ل+ ال+ حصول على تصريح نهاي +ة ال+ عام,محل +ات ال+ سوبر مارك +ت ترتفع ال+ أسعار ل+ ال+ حصول على تصريح نهاي +ة ال+ عام,1
8848,يتم تدمير ال+ مزرع +ة ب+ واسط +ة ال+ طماطم,يتم تدمير ال+ مزرع +ة ب+ سبب إعصار,0
8849,إن +ه مشهور ل+ درج +ة أن +ه لم يسمع ب+ +ه أحد,إن +ه مشهور ل+ درج +ة أن ال+ جميع سمع +وا عن +ه,0
8850,أحب أغاني +ها ل+ أن +ها مطرب +ة جيد +ة,أنا أحب أغاني +ها ل+ أن +ها طباخ +ة ماهر +ة,1
8851,هناك ال+ عديد من ال+ أشجار في ال+ برك +ة,هناك ال+ عديد من ال+ نبات +ات ال+ مائي +ة في ال+ برك +ة,0
8852,ال+ قمر كوكب من ال+ نظام ال+ شمسي,ال+ أرض كوكب ال+ نظام ال+ شمسي,0
8853,توقف +نا في محط +ة ال+ طاق +ة ل+ أن +نا ب+ حاج +ة إلى ال+ بنزين,توقف +نا عند محط +ة ال+ تعبئ +ة ل+ أن +نا +كن +نا ب+ حاج +ة إلى ال+ بنزين,0
8854,تذهب ليلي إلى ال+ سينما ل+ ال+ استماع إلى حفل موسيقي,تذهب ليلى إلى ال+ سينما ل+ مشاهد +ة فيلم,0
8855,مئوي +ة هي مقياس ال+ حموض +ة,مئوي +ة هي قياس درج +ة ال+ حرار +ة,0
8856,استخدم ال+ قدماء ال+ أقمار ال+ صناعي +ة ك+ دليل,استخدم ال+ قدماء ال+ بوصل +ة ك+ دليل,0
8857,سبب ال+ حريق سيجار +ة مضاء +ة,سبب ال+ حريق كوب من ال+ ماء,1
8858,ديسمبر هو ال+ شهر ال+ ثالث عشر من ال+ سن +ة,ديسمبر هو ال+ شهر ال+ ثاني عشر من ال+ سن +ة,0
8859,ال+ أمير قطع +ة تستخدم في لعب +ة ال+ شطرنج,ال+ ملك قطع +ة تستخدم في لعب +ة ال+ شطرنج,0
8860,ال+ خادم +ة هي عضو مهم في ال+ أسر +ة,ال+ أم هي عضو مهم في ال+ أسر +ة,0
8861,يفتح ال+ باب ب+ مفتاح,يفتح ال+ باب ب+ قفل,1
8862,ال+ بحر عبار +ة عن جسم كبير من ال+ ماء ال+ حلو,ال+ بحر عبار +ة عن جسم كبير من ال+ ماء ال+ مالح,0
8863,يمكن أن يضع ال+ ديك ال+ بيض,يمكن ل+ ال+ دجاج +ة وضع ال+ بيض,0
8864,ال+ مزارع +ون يزرع +ون ال+ فطر تحت ال+ شمس,ال+ مزارع +ون يزرع +ون ال+ محاصيل تحت ال+ شمس,0
8865,يشتري توم صديق +ت +ه حفن +ة من ال+ قرنفل في عيد ال+ حب,يشتري توم صديق +ت +ه باق +ة من ال+ ورود في عيد ال+ حب,0
8866,من ال+ أفضل تناول ال+ شورب +ة ب+ ال+ شوك +ة,من ال+ أفضل تناول ال+ حساء مع ملعق +ة,0
8867,هناك ال+ عديد من ال+ أسماك في ال+ صحراء,حسن +ا ، على أي حال ال+ بحر ملئ ب+ ال+ أسماك,0
